__template__;__title__;__vraag__;__mc1Goed__;__mc2Fout__;__mc3Fout__;__mc4Fout__;__fill1Goed__;__fill2Goed__;__fill3Goed__;__fill4Goed__;__fill5Goed__;__fill6Goed__;__fill7Goed__;__fill8Goed__;__openModelAntwoord__;__openCriterium1__;__openCriterium2__;__openCriterium3__;__openCriterium4__;__1Jaar__;__2Hoofdstuk__;__3Deel__;__4Pargrf__;__5Taal__;__6Omvang__;__7Type__;__8Bron__;__meta__
mc;venir;venir;komen;aankomen;een hekel hebben aan;bellen;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;préférer;préférer;liever hebben;een hekel hebben aan;dol zijn op;bellen;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;détester;détester;een hekel hebben aan;liever hebben;dol zijn op;helpen;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;adorer;adorer;dol zijn op;een hekel hebben aan;helpen;aankomen;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;arriver;arriver;aankomen;helpen;liever hebben;komen;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;téléphoner;téléphoner;bellen;helpen;dol zijn op;een hekel hebben aan;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;d'accord;d'accord;oké;dus;en;ook;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;donc;donc;dus;en;ook;oké;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;et;et;en;oké;ook;dus;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;aussi;aussi;ook;dus;en;oké;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;pour moi;pour moi;voor mij;hier is, hier zijn;er is, er zijn;met;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253931,253933,253936]}"
mc;Monsieur, la carte s'il vous plait.;Monsieur, la carte s'il vous plait.;Ober, de kaart alstublieft.;Ja, ik heb een broer, Romain.;Tot ziens.;En jij, hoe oud ben jij?;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;Un coca et une pizza, s'il vous plait.;Un coca et une pizza, s'il vous plait.;Een cola en een pizza alstublieft.;Mijn nummer is 06-14 07 18 5.;Ik ben 12 jaar.;Dat is een hond.;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;Où sont les toilettes?;Où sont les toilettes?;Waar zijn de wc's?;Wat is jouw telefoonnummer?;Hoe oud is hij?;Heb je een broer?;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;C'est ici.;C'est ici.;Dat is hier.;Tot later.;Tot ziens.;Dat is een hond.;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;Monsieur, l'addition s'il vous plait.;Monsieur, l'addition s'il vous plait.;Ober, de rekening!;Wat is dat?;Ik heet Roos.;Ik woon in Zwolle.;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;Voilà.;Voilà.;Alstublieft (als je iets geeft).;Ik heet Roos.;Dat is een hond.;Ik ben 12 jaar.;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;Merci et au revoir!;Merci et au revoir!;Bedankt en tot ziens!;Tot later.;Wat is dat?;Ik heet Roos.;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;De rien.;De rien.;Graag gedaan.;Tot ziens.;Tot later.;Ik begrijp het niet.;;;;;;;;;;;;;;1HV;H02;ABCD;A;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253920,253929,253932,253933,253936]}"
mc;l'entrée (v);l'entrée (v);het voorgerecht;het hoofdgerecht;het nagerecht;de soep;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le plat principal;le plat principal;het hoofdgerecht;het voorgerecht;het nagerecht;de salade, de sla;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le dessert;le dessert;het nagerecht;het hoofdgerecht;het voorgerecht;de groente;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;la soupe;la soupe;de soep;de groente;het vlees;de kip;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;la salade;la salade;de salade, de sla;de frietjes;de pizza;de pannenkoek;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le légume;le légume;de groente;het vlees;de vis;de frietjes;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;la viande;la viande;het vlees;de vis;de kip;de groente;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le poisson;le poisson;de vis;de kip;de pizza;het vlees;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le poulet;le poulet;de kip;de salade, de sla;de groente;de frietjes;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;les frites;les frites;de frietjes;de pizza;de pannenkoek;het water;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;la pizza;la pizza;de pizza;de pannenkoek;de vis;de frietjes;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;la crêpe;la crêpe;de pannenkoek;de pizza;de salade, de sla;de groente;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;l'eau (v);l'eau (v);het water;de melk;de groente;de thee;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le thé;le thé;de thee;het water;de groente;de pizza;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le lait;le lait;de melk;de thee;het water;de pannenkoek;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;bon appétit;bon appétit;eet smakelijk;liever hebben;dol zijn op;geef antwoord;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;le restaurant;le restaurant;het restaurant;de school;het boek;de bladzijde;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;manger;manger;eten;voorbereiden;helpen;komen;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;préparer;préparer;voorbereiden;komen;aankomen;bellen;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;ouvert;ouvert;open;lekker;duur;altijd;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253931,253933,253936]}"
mc;Tu aimes les crêpes?;Tu aimes les crêpes?;Houd je van pannenkoeken?;Waar zijn de wc's?;Hoe oud is hij?;Heb je een broer?;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253932,253933,253936]}"
mc;Non, je déteste les crêpes.;Non, je déteste les crêpes.;Nee, ik vind pannenkoeken niet lekker.;Hij is 13 jaar.;Mijn nummer is 06-14 07 18 5.;Het gaat goed, en met jou?;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253932,253933,253936]}"
mc;Je préfère les pizzas.;Je préfère les pizzas.;Ik heb liever pizza's.;Dat is een hond.;Tot ziens.;Ik woon in Zwolle.;;;;;;;;;;;;;;1HV;H02;ABCD;B;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253921,253929,253932,253933,253936]}"
mc;l'enfant (v/m);l'enfant (v/m);het kind;de (super)markt;het strand;de afspraak;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;le (super)marché;le (super)marché;de (super)markt;het kind;het probleem;het strand;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;la plage;la plage;het strand;de (super)markt;het kind;de afspraak;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;le rendez-vous;le rendez-vous;de afspraak;het kind;het probleem;het strand;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;le problème;le problème;het probleem;het kind;het strand;de (super)markt;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;demain;demain;morgen;vandaag;dinsdag;bedankt;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;célèbre;célèbre;beroemd;bedankt;belangrijk;groot;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;important(e);important(e);belangrijk;groot;klein;iets;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;maintenant;maintenant;nu;dan;altijd;vaak;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;j'ai besoin de;j'ai besoin de;ik heb nodig;ik vind (het) leuk;ik woon;ik ben;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;aider;aider;helpen;komen;aankomen;zoeken;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;chercher;chercher;zoeken;vinden;houden van;helpen;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;trouver;trouver;vinden;helpen;kijken naar;aankomen;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;regarder;regarder;kijken naar;helpen;vinden;bellen;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;aimer;aimer;houden van;kijken naar;vinden;bellen;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;mais;mais;maar;met;veel;altijd;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;avec;avec;met;altijd;hoeveel;veel;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;beaucoup;beaucoup;veel;hoeveel;met;altijd;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;toujours;toujours;altijd;hoeveel;met;en;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;combien;combien;hoeveel;altijd;met;ook;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253931,253933,253936]}"
mc;Je voudrais deux croissants.;Je voudrais deux croissants.;Ik wil graag twee croissantjes.;Graag gedaan.;Ik begrijp het niet.;Bedankt.;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253932,253933,253936]}"
mc;Oui, voilà.;Oui, voilà.;Ja, alstublieft.;Bedankt.;Graag gedaan.;Ik begrijp het niet.;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253932,253933,253936]}"
mc;Merci.;Merci.;Bedankt.;Graag gedaan.;Ik begrijp het niet.;Ik woon in Zwolle.;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253932,253933,253936]}"
mc;De rien.;De rien.;Graag gedaan.;Bedankt en tot ziens!;Dat is hier.;Pak het boek.;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253932,253933,253936]}"
mc;Je ne comprends pas.;Je ne comprends pas.;Ik begrijp het niet.;Ik weet het niet.;Ik heet Léo.;Graag gedaan.;;;;;;;;;;;;;;1HV;H02;EFGH;E;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253924,253929,253932,253933,253936]}"
mc;le magasin;le magasin;de winkel;de bakkerij;de vriendin;de tas;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;la copine;la copine;de vriendin;de bakkerij;de kaas;de croissant;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;le copain;le copain;de vriend;het stokbrood;de bakkerij;de vriendin;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;la boulangerie;la boulangerie;de bakkerij;de vriendin;de croissant;de kaas;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;le croissant;le croissant;de croissant;de tas;de kaas;het stokbrood;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;la baguette;la baguette;het stokbrood;de croissant;de kaas;de vriendin;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;le fromage;le fromage;de kaas;het stokbrood;de tas;de croissant;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;le sac;le sac;de tas;het stokbrood;de bakkerij;de vriendin;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;nouveau, nouvelle;nouveau, nouvelle;nieuw;lekker;duur;groot;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;souvent;souvent;vaak;hier;ook;dan;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;acheter;acheter;kopen;helpen;komen;vragen;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;demander;demander;vragen;kopen;bellen;komen;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;faire les courses;faire les courses;boodschappen doen;dol zijn op;een hekel hebben aan;komen;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;j'ai faim;j'ai faim;ik heb honger;ik heb dorst;ik woon;ik vind (het) leuk;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;j'ai soif;j'ai soif;ik heb dorst;ik heb honger;ik woon;ik heb nodig;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;parce que;parce que;omdat;maar;met;hoeveel;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;trente;trente;dertig;veertig;vijftig;zestig;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;quarante;quarante;veertig;dertig;vijftig;zestig;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;cinquante;cinquante;vijftig;dertig;veertig;zestig;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;soixante;soixante;zestig;dertig;veertig;vijftig;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253931,253933,253936]}"
mc;Pardon, je cherche la boulangerie.;Pardon, je cherche la boulangerie.;Sorry, ik zoek de bakkerij.;Ik wil graag twee croissantjes.;Graag gedaan.;Ik begrijp het niet.;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253932,253933,253936]}"
mc;C'est là-bas.;C'est là-bas.;Het is daar.;Graag gedaan.;Bedankt.;Ja, alstublieft.;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253932,253933,253936]}"
mc;Vous avez une baguette?;Vous avez une baguette?;Heeft u een stokbrood?;Hoeveel kost dat?;Houd je van pannenkoeken?;Hebben we huiswerk?;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253932,253933,253936]}"
mc;Ça coute combien?;Ça coute combien?;Hoeveel kost dat?;Heeft u een stokbrood?;Houd je van pannenkoeken?;Waar zijn de wc's?;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253932,253933,253936]}"
mc;Ça coute cinq euros cinquante.;Ça coute cinq euros cinquante.;Dat kost 5 euro 50.;Het is daar.;Ik begrijp het niet.;Ik wil graag twee croissantjes.;;;;;;;;;;;;;;1HV;H02;EFGH;F;FA-NL;zin;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253925,253929,253932,253933,253936]}"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
